iter	Logloss
160	0.4065469507
161	0.405999876
162	0.4053810449
1163	0.42671116151164	0.4264650255
165	0.4260138226
166	0.4256049137
167	0.4251795931
168	0.4248502362
169	0.4244507943
170	0.4240407329
171	0.42354899751172	0.4230471882
173	0.422701147
174	0.4223126157
175	0.4217880839
176	0.4213789106
177	0.4209375098
178	0.4207104216
179	0.42054531
180	0.4203030636
181	0.4198829052
182	0.4196679479
183	0.4192277534
184	0.4189998863
185	0.4187233528
186	0.4185206458
187	0.4183014119
1188	0.39445925631189	0.39407253361190	0.393620805
191	0.3931045099
192	0.3928882974
193	0.3925174627
194	0.3920740195
195	0.3918789584
196	0.3914043941
197	0.391097108
198	0.3908881744
199	0.3907016738
200	0.3904071671
201	0.3901774094
202	0.3899412343
203	0.389704875
204	0.3892480601
205	0.3887900079
206	0.3885627061
207	0.3883044043
208	0.3879794115
209	0.3877161232
210	0.387437172
211	0.3870534605
212	0.3867512408
213	0.3862736656
214	0.3859072917
215	0.3855609073
216	0.3851667673
217	0.3848795518
218	0.3846472723
219	0.3844393766
220	0.3842822876
221	0.3841262475
222	0.3838407767
223	0.3834223521
224	0.3830205814
225	0.3828484905
226	0.3825433676
227	0.382202119
228	0.3819915564
229	0.3815662705
230	0.3812023432
231	0.3810815544
232	0.3808616641
233	0.3803649349
234	0.3799371462
235	0.3794857383
236	0.3792875408
237	0.3791622183
238	0.3790460565
239	0.3786757371
240	0.378501219
241	0.3782496045
242	0.3779533156
243	0.3776988075
244	0.3774491536
245	0.3772172401
246	0.3768966813
247	0.37665902
248	0.3763888235
249	0.3762121562
250	0.3758861569
251	0.3756324779
252	0.3753980241
253	0.3751132114
254	0.3749216286
255	0.3747135481
256	0.3743606209
257	0.3740949864
258	0.3738353922
259	0.3736464887
260	0.3732224554
261	0.3730265668
262	0.3727359509
263	0.3724675365
264	0.3722427873
265	0.372013506
266	0.3718751924
267	0.3715742843
268	0.3713603565
269	0.3711056685
270	0.3706830106
271	0.3702382054
272	0.3700563729
273	0.3697362478
274	0.369455913
275	0.3692892065
276	0.3690573426
277	0.3687441647
278	0.3685654835
279	0.3683866313
280	0.3679988274
281	0.3677506536
282	0.3675756096
283	0.3674782714
284	0.3672899846
285	0.3670682998
286	0.366915059
287	0.3667198543
288	0.366399764
289	0.3661091299
290	0.3659804364
291	0.3658130819
292	0.3655661799
293	0.3653226902
294	0.3649095723
295	0.3647051806
296	0.364577583
297	0.3644019929
298	0.364199529
299	0.3641319613
300	0.364077743
301	0.3637521603
302	0.363519981
303	0.3633441831
304	0.3630232391
305	0.3627218215
306	0.362593379
307	0.3623607277
308	0.3621047779
309	0.361976941
310	0.3617667381
311	0.3616337548
312	0.3614800007
313	0.3614124578
314	0.3611492336
315	0.3609834411
316	0.3607786419
317	0.360583573
318	0.3602884056
319	0.3601490435
320	0.3599938907
321	0.3598159472
322	0.3596856324
323	0.3593856696
324	0.3591917356
325	0.3589679137
326	0.3587244923
327	0.3585911679
328	0.3583090248
329	0.3581917188
330	0.3578440331
331	0.3577132871
332	0.3575840583
333	0.3575132633
334	0.3573421208
335	0.3571219819
336	0.3569035223
337	0.356716586
338	0.3566350834
339	0.3565216181
340	0.3563605897
341	0.356230563
342	0.3560759713
343	0.3559331604
344	0.355693425
345	0.3556385979
346	0.3554255458
347	0.3552162325
348	0.3550086747
349	0.3546795517
350	0.3544972541
351	0.3543807008
352	0.3542830745
353	0.3540860358
354	0.3538717444
355	0.3537133669
356	0.3535947671
357	0.3534810733
358	0.3533454791
359	0.3532443583
360	0.3529881909
361	0.352880757
362	0.3527317602
363	0.3526118921
364	0.3523188899
365	0.3520872505
366	0.3518347712
367	0.35166598
368	0.3513980169
369	0.3512013363
370	0.3510521706
371	0.3508124776
372	0.3506655468
373	0.350549897
374	0.3504360725
375	0.3503024254
376	0.3501701543
377	0.3500540807
378	0.3499313146
379	0.349772249
380	0.3496293709
381	0.3495255107
382	0.3493423353
383	0.3491768901
384	0.3488677603
385	0.3487300229
386	0.3484498898
387	0.3483674791
388	0.3481152433
389	0.3480085972
390	0.3477506022
391	0.3474715232
392	0.3472049047
393	0.3471507945
394	0.3470377302
395	0.3468549034
396	0.3467037473
397	0.3462954568
398	0.346209051
399	0.3460693415
400	0.3459084176
401	0.3457820324
402	0.3456501685
403	0.3454770499
404	0.3452696977
405	0.3450141865
406	0.3448906049
407	0.344789989
408	0.3446754626
409	0.3445817766
410	0.3444279698
411	0.3441152559
412	0.3439059456
413	0.3436789648
414	0.3434791878
415	0.3431121423
416	0.342969873
417	0.3428969053
418	0.3426711547
419	0.3425008802
420	0.3423076759
421	0.3420658634
422	0.3419807717
423	0.3417332351
424	0.3415552928
425	0.341383805
426	0.3411982785
427	0.341066963
428	0.3409831431
429	0.3407543762
430	0.340596811
431	0.3404820632
432	0.340290643
433	0.340186677
434	0.3400554591
435	0.3399929394
436	0.3398691988
437	0.3397299605
438	0.3396480695
439	0.3394692196
440	0.3393720843
441	0.3390675954
442	0.3389653168
443	0.3388496623
444	0.3387700176
445	0.3386692966
446	0.3385311796
447	0.3384437099
448	0.3382789208
449	0.3381248582
450	0.3379831595
451	0.3378436433
452	0.3377009381
453	0.3374473365
454	0.3373378088
455	0.3372210661
456	0.3371159288
457	0.3368624361
458	0.3367507965
459	0.3366797106
460	0.3365844934
461	0.3363861359
462	0.3362235302
463	0.3361166019
464	0.3359959875
465	0.3359066933
466	0.3357450156
467	0.3356425334
468	0.3354963995
469	0.3354384038
470	0.3353638066
471	0.3351564106
472	0.3350743084
473	0.3349972287
474	0.3348288397
475	0.3346841595
476	0.3345674896
477	0.3344192679
478	0.334235101
479	0.3338556725
480	0.3337874328
481	0.3337392599
482	0.333605711
483	0.3333869217
484	0.33332004
485	0.3331852032
486	0.3330664826
487	0.3329183963
488	0.3327782275
489	0.3325061665
490	0.3324489061
491	0.3322708236
492	0.3320775891
493	0.3319911538
494	0.3318625154
495	0.3318011903
496	0.3316174653
497	0.3315285357
498	0.3313637832
499	0.3311953169
500	0.3311184964
501	0.3308340737
502	0.3306681888
503	0.3305928616
504	0.3304994101
505	0.3303720535
506	0.3300531094
507	0.3299315759
508	0.3298610567
509	0.3297021643
510	0.329432337
511	0.3293729489
512	0.3292048134
513	0.3290569745
514	0.328911997
515	0.3288317222
516	0.3287693716
517	0.3286439302
518	0.3285417122
519	0.3284251839
520	0.3283501325
521	0.3282398751
522	0.3281484786
523	0.3280105205
524	0.3279350875
525	0.3278125213
526	0.3276600069
527	0.3274497655
528	0.3273011034
529	0.3272230316
530	0.3269890812
531	0.326819136
532	0.3266646287
533	0.3265058554
534	0.3262904178
535	0.3261757814
536	0.3261158774
537	0.3258900225
538	0.3257426171
539	0.3256788639
540	0.3254357832
541	0.3253272814
542	0.3251775843
543	0.325091314
544	0.3249925487
545	0.3249551643
546	0.3249116539
547	0.3248403635
548	0.3247171068
549	0.3245586331
550	0.3244875091
551	0.3244251086
552	0.3242780224
553	0.3241249851
554	0.3239911337
555	0.323885532
556	0.3237198361
557	0.3235636147
558	0.3234093623
559	0.3233482207
560	0.3232853728
561	0.3232325694
562	0.3231244422
563	0.323033352
564	0.3229697388
565	0.322767107
566	0.3225661372
567	0.3224643363
568	0.3223100093
569	0.32218371
570	0.3221170596
571	0.3219536603
572	0.3218902388
573	0.3218131152
574	0.3217338485
575	0.3214495919
576	0.3212614277
577	0.3211601332
578	0.320978471
579	0.3207921933
580	0.3205181692
581	0.3203908908
582	0.3203361623
583	0.3201956281
584	0.3201080834
585	0.3200233379
586	0.3199350555
587	0.3198887202
588	0.3198332234
589	0.3197242189
590	0.3196940828
591	0.3196586971
592	0.3195043487
593	0.3193614455
594	0.3192668951
595	0.3191427285
596	0.3189528723
597	0.3188729689
598	0.3187138665
599	0.318629135
600	0.3185069862
601	0.3182294917
602	0.3179831991
603	0.3179269554
604	0.3177636163
605	0.3177075344
606	0.3173007472
607	0.3172195283
608	0.3171450028
609	0.3169638567
610	0.316869812
611	0.316780067
612	0.3165720211
613	0.3165325527
614	0.3164808915
615	0.3163725562
616	0.3161830017
617	0.3161412853
618	0.3160692396
619	0.3159258215
620	0.3158603475
621	0.3158034787
622	0.3157370314
623	0.3155897719
624	0.3155256201
625	0.3154345551
626	0.3153038577
627	0.3151446744
628	0.3150587661
629	0.3148091853
630	0.3146135712
631	0.3144819706
632	0.3143544937
633	0.3142070565
634	0.3140066289
635	0.3137674726
636	0.3135812314
637	0.3133397324
638	0.3132383984
639	0.3131750907
640	0.3130663076
641	0.3129725451
642	0.3127349734
643	0.3126469296
644	0.312562859
645	0.3123648745
646	0.3121397622
647	0.3119957945
648	0.3118780117
649	0.3117733936
650	0.3116889352
651	0.3115774543
652	0.3113125291
653	0.3112422608
654	0.3111851519
655	0.3111261144
656	0.3110085936
657	0.3109020724
658	0.3105862179
659	0.3105387029
660	0.3104478361
661	0.3103062017
662	0.3101698365
663	0.3100707822
664	0.3098731278
665	0.3096606842
666	0.3095698687
667	0.3091730514
668	0.3090056633
669	0.3087979958
670	0.308704091
671	0.3085497063
672	0.308381239
673	0.3082761165
674	0.3082056748
675	0.3080236773
676	0.307937379
677	0.3078322705
678	0.3075579857
679	0.3073651018
680	0.307210695
681	0.3071139338
682	0.3069728033
683	0.3068722336
684	0.3066388217
685	0.3065810214
686	0.3064147625
687	0.3062444778
688	0.3062007909
689	0.3061602296
690	0.3060375817
691	0.3059239997
692	0.3057788825
693	0.3056105591
694	0.3054498906
695	0.3054004536
696	0.3051780521
697	0.3050933675
698	0.3050120554
699	0.3047247404
700	0.3045768447
701	0.3045627666
702	0.304404478
703	0.3043044503
704	0.3042261854
705	0.3040703232
706	0.3038985577
707	0.3037884579
708	0.30358823
709	0.3035507415
710	0.3034306819
711	0.3033303277
712	0.3030956923
713	0.3028148902
714	0.3027810798
715	0.3026992427
716	0.3025093864
717	0.3024199952
718	0.3022015819
719	0.3018537508
720	0.3017737179
721	0.3015731864
722	0.3015110253
723	0.3013969826
724	0.3012291445
725	0.3010340713
726	0.300855858
727	0.3007820218
728	0.3006785875
729	0.3005607239
730	0.3003746653
731	0.3002659668
732	0.3002416222
733	0.3000941413
734	0.3000408991
735	0.2999806909
736	0.2999410142
737	0.299897263
738	0.2998256401
739	0.2997698275
740	0.2996947286
741	0.2996003257
742	0.2994856626
743	0.2994399489
744	0.2994042243
745	0.2990729654
746	0.2989550335
747	0.2988037383
748	0.2987132851
749	0.2985848277
750	0.2983019295
751	0.2980663734
752	0.2979304757
753	0.29772942
754	0.297664848
755	0.2975175922
756	0.2975049691
757	0.297354487
758	0.297150009
759	0.2970880896
760	0.2970367304
761	0.2967367325
762	0.2966771733
763	0.2965902816
764	0.2964208358
765	0.2962875486
766	0.2960527021
767	0.2959220154
768	0.2957346799
769	0.2956526169
770	0.2954825798
771	0.2954409483
772	0.2953000939
773	0.295221616
774	0.2952033088
775	0.2951324726
776	0.2949431419
777	0.2947757566
778	0.294688157
779	0.2946193659
780	0.2944461215
781	0.2944263032
782	0.2943235535
783	0.2941376389
784	0.2940301794
785	0.2939795009
786	0.2938077831
787	0.2937516419
788	0.2935961875
789	0.2934028585
790	0.2933356282
791	0.2933175802
792	0.293236351
793	0.2931631724
794	0.292965247
795	0.2927813252
796	0.2926412201
797	0.2925071954
798	0.292443848
799	0.292383992
800	0.2921313628
801	0.291808238
802	0.2916781075
803	0.2916650118
804	0.2915806284
805	0.2913656153
806	0.2912395998
807	0.291150268
808	0.2910938851
809	0.2910306357
810	0.2909844442
811	0.2908885814
812	0.290664325
813	0.2904878474
814	0.2904484318
815	0.290256688
816	0.2901877143
817	0.2901372134
818	0.2901018111
819	0.2900413638
820	0.2899777565
821	0.2898275948
822	0.2897590556
823	0.2897378065
824	0.2896708182
825	0.2894698568
826	0.2893529645
827	0.2893061507
828	0.2892637417
829	0.2890247724
830	0.2887859694
831	0.2886907899
832	0.2886046794
833	0.2885735018
834	0.2883881797
835	0.288289377
836	0.2881308461
837	0.2880444268
838	0.2880041235
839	0.2879337742
840	0.2878809223
841	0.2877711092
842	0.2876972273
843	0.287545192
844	0.2874120384
845	0.2873148436
846	0.2872174293
847	0.2871207261
848	0.2869885753
849	0.2869280327
850	0.286852199
851	0.2867832148
852	0.2866637664
853	0.2865903369
854	0.2863642978
855	0.286199805
856	0.2861840488
857	0.2861543593
858	0.2861304704
859	0.2859900126
860	0.2858045629
861	0.2855458201
862	0.2854563981
863	0.2852559997
864	0.2852182451
865	0.2851800723
866	0.2849939215
867	0.2847620214
868	0.284678412
869	0.2844572759
870	0.2844199085
871	0.2842474279
872	0.2842060368
873	0.2840932987
874	0.2840040965
875	0.2839791608
876	0.2838423991
877	0.2836574757
878	0.2835744515
879	0.2835219052
880	0.2834630448
881	0.2832235688
882	0.2830766579
883	0.2829739577
884	0.2827228376
885	0.2825514985
886	0.2824926979
887	0.2823885007
888	0.2823132443
889	0.282233656
890	0.282144397
891	0.2820927659
892	0.2818388349
893	0.2816397542
894	0.2814877332
895	0.2814517905
896	0.2813698544
897	0.2813203173
898	0.2812563559
899	0.2810530417
900	0.2809123238
901	0.2808484831
902	0.2806144613
903	0.2805130056
904	0.2804458169
905	0.2803495816
906	0.2801965877
907	0.2799839678
908	0.279927102
909	0.279754798
910	0.2796688296
911	0.2796440573
912	0.2795691645
913	0.2794170399
914	0.2793801385
915	0.2792023032
916	0.2789956252
917	0.2789183635
918	0.2786766695
919	0.2785315435
920	0.2783291318
921	0.278191766
922	0.2780896481
923	0.2779355624
924	0.2777513247
925	0.2774517917
926	0.2772403357
927	0.2771479622
928	0.2770794558
929	0.2769083008
930	0.2767955684
931	0.2765736659
932	0.2764553535
933	0.2764487445
934	0.2764362487
935	0.2763502238
936	0.2762701166
937	0.276212152
938	0.2761987839
939	0.2761719444
940	0.2761653889
941	0.276092111
942	0.2759806051
943	0.275937303
944	0.2757957761
945	0.2757488258
946	0.2755822787
947	0.2753629839
948	0.2752964442
949	0.2752279033
950	0.2750580483
951	0.274993439
952	0.2747111089
953	0.2745927711
954	0.2744777577
955	0.2742583481
956	0.2741710546
957	0.2740724745
958	0.2740042407
959	0.2738236143
960	0.273566611
961	0.2734742432
962	0.2732660224
963	0.2731607953
964	0.2731357986
965	0.2731249119
966	0.2730844844
967	0.2729541864
968	0.2727041739
969	0.2726487907
970	0.2724145382
971	0.2723468309
972	0.2722914464
973	0.2722349989
974	0.2721123268
975	0.2720608416
976	0.2718860483
977	0.271774684
978	0.2717145693
979	0.2715052736
980	0.2714179783
981	0.2713435715
982	0.2712042774
983	0.2711470942
984	0.2709764269
985	0.270885308
986	0.2707929395
987	0.2707547146
988	0.2705176651
989	0.270464234
990	0.2703359473
991	0.2702577596
992	0.270175148
993	0.2701021465
994	0.2700003584
995	0.2699491089
996	0.269841108
997	0.26972444
998	0.2696036146
999	0.2695505472
99	0.2930636725
